index,公司,摘要,日期,媒体,强悲观,弱悲观,中性,弱乐观,强乐观
23009,杭州市商贸旅游,杭州大步迈向国际“数智消费之都”2021年4月30日  4月29日晚，灯光璀璨，微风徐徐的钱塘江畔迎来了一场盛大的节日：由杭州市人民政府任指导单位，杭州市商务局、杭州市滨江区人民政府主办，杭州文化广播电视集团、杭州市商贸旅游集,4月30日,环龙文具,0,0,0.9,0.1,0
23011,杭州市商贸旅游,杭州市人民政府关于陈周斌等同志职务任免的通知 - 杭州网2021年7月17日  免去沈再名、朱尔为的杭州市商贸旅游集团有限公司董事会董事职务；免去范川的杭州市城市建设投资集团有限公司董事会董事职务；免去周建华的杭州市交通投资集团,7月17日,杭州网,0,0,1,0,0
23056,中国投融资担保,中投保为江苏123亿元债券提供担保 支持企业由间接融资向直...新华财经南京6月16日电（记者 陈奥）记者近日在江苏省扬州、泰州等地调研时了解到，中国投融资担保股份有限公司（简称中投保）发挥信用增进和风险管理的功能优势，支持企业由间接融资向直接融资转,6月16日,人民资讯,0,0,0.4,0.6,0
23060,中国投融资担保,泰州金改样本:融资担保增信助力产业升级 - 新浪财经2021年7月2日  而中国投融资担保股份有限公司（以下称中投保）是国内较早地将专业担保增信引入债券市场，通过为公共融资企业债券提供高信用评级担保的金融机构，从而显著降低其发行利率、提高发行,7月2日,百家号,0,0,0.4,0.6,0
23066,中国投融资担保,"1周投资1个项目,投遍70%的百强房企,这家顶级PE为啥这么牛?2021年1月27日  其中包括：与担保业“巨无霸”央企中国投融资担保公司合作建立不良资产处置平台；与光大金控合作成立鼎诺光华财富管理平台；与中国华电-华侨城集团联合投资成立的股权投资平台；与",1月27日,百家号,0,0,0.4,0.6,0
23096,中国投融资担保,新华财经|中投保:支持企业由间接融资转向直接融资 - 新华...2021年6月17日  新华财经｜中投保：支持企业由间接融资转向直接融资 新华社北京6月17日电（记者陈奥）记者近日在江苏省扬州、泰州等地调研时了解到，截至2021年5月末，中国投融资担保股份有限公司,6月17日,新华社客户端,0,0,0.4,0.6,0
23106,重庆市中科控股,2021年重庆100强企业榜单!2021年9月23日  16重庆市能源投资集团有限公司 17重庆千信集团有限公司 18重庆市博赛矿业(团)有限公司 19重庆市中科控股有限公司 20重庆轻纺控股(团)公司 21华南物资集团有限公司 22重庆小康控股有,9月23日,学究网工程知识分享站,0,0,0.4,0.6,0
23111,重庆市中科控股,重庆:继续埋头苦干 振兴美丽乡村 - 海外网2021年2月27日  重庆市人大代表，重庆市中科控股有限公司董事局主席黄一峰说，全国脱贫攻坚取得的巨大成就，最根本源于党中央的坚强领导。脱贫攻坚工作中涌现出的先进典型和先,2月27日,海外网,0,0,0.45,0.55,0
23115,重庆市中科控股,重庆干部群众:继续埋头苦干 振兴美丽乡村 - 央广网2021年2月26日  重庆市人大代表，重庆市中科控股有限公司董事局主席黄一峰说，全国脱贫攻坚取得的巨大成就，最根本源于党中央的坚强领导。脱贫攻坚工作中涌现出的先进典型和先,2月26日,央广网,0,0,0.45,0.55,0
23116,重庆市中科控股,新大正聘任陈传宇、杨谭为副总裁 - 乐居财经杨谭现年37岁，2007 年至2015 年，历任中信建投证券股份有限公司客户经理、营销主管、营业部副经理、分公司机构业务负责人；2015年至2021 年，历任重庆市中科控股有限公司投,,乐居财经,0,0,1,0,0
23152,中国北方稀土高科技,"赣锋锂业,格林美,北方稀土,盛和资源,到底谁是有色资源真龙头2021年7月5日  三、北方稀土 总市值：811亿 中国北方稀土高科技股份有限公司的主要生产经营稀土原料产品、稀土功能材料产品及部分稀土终端应用产品。它还有翻倍机会吗？它到底能不能再创新高呢？让",7月5日,股市陈探长,0,0,0.9,0.1,0
23154,中国北方稀土高科技,北方稀土:董事赵德贵离任 - 每日经济新闻2021年5月26日  北方稀土：董事赵德贵离任 每经AI快讯，北方稀土（SH 600111，收盘价：20.29元）5月26日晚间发布公告称，中国北方稀土高科技股份有限公司第七届董事会董事赵德,5月26日,每日经济新闻,0,0,1,0,0
23155,中国北方稀土高科技,北方稀土:董事杨占峰离任 - 每日经济新闻2021年3月22日  北方稀土：董事杨占峰离任 每经AI快讯，北方稀土（SH 600111，收盘价：19.72元）3月22日晚间发布公告称，中国北方稀土高科技股份有限公司第七届董事会董事杨占,3月22日,每日经济新闻,0,0,1,0,0
23168,东方金钰,"“翡翠第一股”*ST金钰终止上市,成今年首家退市股 - 封面...2021年1月13日  上交所1月13日晚间公告，决定终止东方金钰股份有限公司股票上市，2021年首家退市股由此揭晓。当晚，*ST金钰也发布了关于公司股票终止上市的公告，自2020年11月25日至2020年12月22日",1月13日,百家号,0.6,0.4,0,0,0
23169,东方金钰,卖房、卖股权、卖债权后 昔日“翡翠第一股”东方金钰如今...2021年11月3日  新京报贝壳财经讯（记者 赵方园）昔日市值接近300亿元的“翡翠第一股”东方金钰，在退市后，房产、股权、债权一路被拍卖，如今它的子公司因债务纠纷，无财产可,11月3日,新浪财经,0.6,0.4,0,0,0
23170,东方金钰,"2021退市第一股来了:曾是徐翔大牛股,如今260亿灰飞烟灭!股...2021年1月14日  *ST金钰又称东方金钰，成立于1993年，主要从事宝石及珠宝饰品的加工、批发、销售，翡翠原材料的批发销售等，曾因2015年大牛走势，有着A股“翡翠第一股”之称，当年也曾是徐翔炒作的",1月14日,百家号,0.6,0.4,0,0,0
23171,东方金钰,董事长对抗监管执法:“我还怕你们不成!”“翡翠第一股”成...2021年2月1日  东方金钰被处罚 规范严管成常态 2020年9月，证监会对东方金钰开出60万元的罚单，并对赵宁等相关当事人处以数额不等的罚款，并采取5-10年不等的市场禁入措施。做出这样的处罚又是基于,2月1日,中国青年网,0.6,0.4,0,0,0
23172,东方金钰,“翡翠第一股”堕落记:80亿石头变“赌资” 穷到卖商标还债2021年11月8日  但靠着借钱赌石赚钱始终不是长久之计，自2018年起政策放严后，东方金钰的资金链就撑不住了。2018年，东方金钰正式暴雷，其通过陆金所融资的某资管计划产品停止,11月8日,网易财经,0.6,0.4,0,0,0
23173,东方金钰,"不卖珠宝卖商标,翡翠第一股如今竟靠卖商标还债!2021年11月4日  东方金钰，一个对于翡翠行业来说绝不陌生的名字。从赫赫有名的翡翠第一股，到被中止上市，行内常用“成也翡翠，败也翡翠”来对其总结。近日，东方金钰著作权和商标权出现在阿里司法",11月4日,名商网品牌商标注册,0.6,0.4,0,0,0
23174,东方金钰,"疯狂的石头后传:东方金钰 - 诗与星空2021年5月2日  公告显示,东方金钰以以全资孙公司为平台,虚构翡翠原石购销业务,通过造假方式实现业绩目标、主观恶意明显。 在2016年12月至2018年5月的涉案期间,东方金钰为完成营业收入、利润总额等",5月2日,诗与星空,0.6,0.4,0,0,0
23175,东方金钰,2021年首退!280亿灰飞烟灭 6万小散崩溃 - 新浪财经2021年1月14日  同时公司2018年-2019年连续两年亏损，2019年审计报表被出具无法表示意见。2020年12月，*ST金钰又因涉嫌信息披露违法违规被证监会立案调查。2020年12月7日，上交所针对东方金钰及其,1月14日,百家号,0.6,0.4,0,0,0
23176,东方金钰,“翡翠第一股”失色!*ST金钰成2021年强制退市首股 - 人民...2021年1月21日  1月21日，东方金钰股份有限公司（下称“东方金钰”或“*ST金钰”）股票进入退市整理期交易，当日报跌停价0.77元，成为2021年第一只被强制退市的股票。*ST金钰,1月21日,人民资讯,0.7,0.3,0,0,0
23178,东方金钰,"东方金钰成新年退市第一股,律师称其财务造假,股民可索赔 -...2021年1月15日  自此，曾被视为徐翔概念股、被罗杰斯看好的东方金钰（现*ST金钰）落下帷幕。01 辉煌过去 在小说里，现代男女主角开了天眼后，就会具备一种神奇的能力——一眼看透原石里的翡翠分布",1月15日,市界投资汇,0.6,0.4,0,0,0
23179,东方金钰,"徐翔概念股,退市!2021年1月15日  1月13日晚间，上交所发布《关于终止东方金钰股份有限公司股票上市的公告》，决定终止公司股票上市。自此，*ST金钰成为2021年第一家退市公司，也是A股市场上第18家面值退市公司。据",1月15日,七禾研究,0.6,0.4,0,0,0
23180,东方金钰,"东方金钰成新年退市第一股,律师称其财务造假,股民可索赔 -...2021年1月15日  自此，曾被视为徐翔概念股、被罗杰斯看好的东方金钰（现*ST金钰）落下帷幕。 01 辉煌过去 在小说里，现代男女主角开了天眼后，就会具备一种神奇的能力——一眼看透原石里的翡翠分布",1月15日,新浪财经,0.6,0.4,0,0,0
23181,东方金钰,"解码东方金钰:市值从300亿到3亿,赌一赌,首富变“老赖” - ...2021年2月5日  东方金钰，全名为东方金钰股份有限公司，2005年通过收购湖北多佳股份有限公司，成功获得上市地位，被市场称为“翡翠第一股”，上市首年股票大涨375.6%。到2011年后，屡次定增不得，2",2月5日,财经叶一舟,0.6,0.4,0,0,0
23182,东方金钰,"“翡翠第一股”黯然退市!亏损超19亿,老板被称“赌石大王”2021年2月25日  2月25日，东方金钰发布关于公司股票进入退市整理期交易的第五次风险提示性公告。公司股票已被上海证券交易所决定终止上市，上海证券交易所将在退市整理期届满后5个交易日内对公司股",2月25日,朱邦凌,0.6,0.4,0,0,0
23183,东方金钰,"王亚伟曾重仓,如今凤凰变乌鸡!这家公司卖酒店,卖会员资格,...2021年11月3日  作为曾经的“翡翠第一股”和王亚伟“爱股”，东方金钰退市后有多惨？阿里拍卖显示，在卖股权、卖酒店、卖会员资格之后，东方金钰多个商标都被卖了！阿里拍卖显示，11月2日，东方金",11月3日,新浪财经,0.6,0.4,0,0,0
23184,东方金钰,证监稽查案例警示:东方金钰虚构业务财务造假退市金钰这家公司在未被决定终止上市和实施退市风险警示前，有一个更为人熟知的股票简称——东方金钰。2015年7月顶峰时，东方金钰市值一度接近300亿元，如今市值为2.16亿元，,,成都九眼桥,0.6,0.2,0.1,0.05,0.05
23185,东方金钰,"52岁云南首富,身价35亿,却突然宣布破产,负债90亿,为啥2021年4月23日  2021年3月17日，东方金钰被上交所摘牌。持有东方金钰的6万股民直接懵了。这家红极一时的珠宝公司，曾在最辉煌的2015年，市值飙升至300亿，被私募大佬徐翔追捧为“翡翠第一股”。东",4月23日,我是Jenny乔,0.8,0.1,0.05,0.03,0.02
23186,东方金钰,「排雷」翡翠第一股“玉石梦碎”!东方金钰“灰飞烟灭” - ...2021年1月15日  在A股上市公司中，就有这么一只号称“翡翠第一股”的东方金钰，它曾将实控人推上云南首富宝座，还与徐翔有过交集，但如今这只翡翠股也将烟消玉冷，深陷财务造假旋涡，被上交所勒令,1月15日,香港财华社,0.6,0.2,0.1,0.05,0.05
23187,东方金钰,*ST金钰被终止上市 成2021年首家退市公司 - 人民资讯2021年1月13日  中证网讯（记者 黄一灵）*ST金钰（600086）1月13日晚发布公告称，公司于今日收到上交所《关于东方金钰股份有限公司股票终止上市的决定》，上交所决定终止公司股票上市。这是2021年,1月13日,百家号,0.6,0.2,0.1,0.05,0.05
23188,东方金钰,"云南前首富沦为老赖,旗下上市公司退市,账上竟有82亿“石头...2021年1月14日  1月13日晚，上交所发布公告称，东方金钰股份有限公司（下称“东方金钰”）股票因自 2020 年11月25日至12月22日，通过上交所系统连续20个交易日的每日收盘价均",1月14日,雷达财经,0.6,0.4,0,0,0
